#system		NaCl	KCl	MgCl2
1	polyA		1.0123	0.124	13.460	0.975	7.5125	0.793		
2	polyG	  	7.4769	0.859	18.965	1.538	10.561	1.042
3	polyU	  	2.2512	0.763	2.7518	0.526	7.8145	0.834
4	polyC	  	2.7664	0.598	2.3860	0.421	2.8414	0.695
5	polyAU	  	7.1839	0.831	5.6625	0.979	6.3945	0.722
6	polyGC	  	15.574	1.090	22.226	1.072	9.6989	1.150
7	polyGU	  	5.3559	1.040	5.5469	0.821	4.8827	0.851
