#	atom	Na	K	
1	N1	73.764	24.664	10.505	1.4845	
2	N3	21.362	8.2488	8.7693	3.0215
3	N7	192.72	66.260	15.674	4.9811
4	OP	163.31	50.638	27.918	14.796
