#	atom	Na	K	
1	N3	21.994	5.7538	7.1586	2.2387		  
2	N7	103.80	42.199	12.505	2.6815
3	O2	171.17	40.603	36.341	13.162
4	O4	121.83	34.255	27.427	7.6138
5	O6	159.75	52.988	21.210	5.1115
6	OP	207.22	58.000	27.159	8.5560
