#	atom	Na	K	
1	N3	60.097	20.371	12.818	6.1783	  
2	N7	65.400	17.913	13.022	4.3736
3	O2	133.07	57.778	43.915	29.923
4	O6	97.237	33.320	33.699	15.671
5	OP	159.77	54.832	23.728	7.8233
