   0.000   3.000   0.000   4.000   0.000
  50.000   4.157   0.549   5.283   0.612
 100.000   5.188   0.538   6.609   0.519
 150.000   5.853   0.583   7.302   0.472
 200.000   6.372   0.600   8.072   0.551
 250.000   6.858   0.598   8.366   0.553
 300.000   5.850   0.543   7.582   0.498
 350.000   6.025   0.462   7.949   0.551
 400.000   6.354   0.419   8.040   0.552
 450.000   6.589   0.487   8.893   0.616
 500.000   5.833   0.524   8.110   0.610
 550.000   6.400   0.620   8.811   0.683
 600.000   7.200   0.558   9.846   0.505
 650.000   7.863   0.587   9.839   0.499
 700.000   8.266   0.472   9.645   0.588
 750.000   7.281   0.645   8.520   0.736
 800.000   7.814   0.568   9.332   0.606
 850.000   8.222   0.462  10.232   0.489
 900.000   8.254   0.720  10.032   2.264
 950.000   8.027   0.529  10.472   0.494
1000.000   8.568   0.449  10.252   0.494
