   0.000   1.000   0.000   2.000   0.000
  50.000   2.336   0.549   5.258   0.848
 100.000   2.241   0.767   5.787   0.972
 150.000   1.223   0.486   4.333   0.548
 200.000   1.242   0.463   3.710   0.482
 250.000   0.828   0.354   3.360   0.425
 300.000   1.124   0.372   3.658   0.492
 350.000   1.529   0.471   4.650   0.603
 400.000   1.763   0.463   5.017   0.597
 450.000   2.651   0.596   6.141   0.606
 500.000   2.050   0.531   4.698   0.649
 550.000   1.673   0.489   4.377   0.622
 600.000   1.988   0.473   4.842   0.499
 650.000   2.028   0.487   4.734   0.431
 700.000   2.424   0.535   4.998   0.468
 750.000   2.472   0.509   4.900   0.462
 800.000   2.097   0.442   4.486   0.474
 850.000   2.312   0.555   5.599   0.654
 900.000   3.217   0.578   7.123   0.598
 950.000   2.909   0.580   6.774   0.616
1000.000   3.256   0.568   6.956   0.564
