   0.000   0.000   0.000   1.000   0.000
  50.000   3.761   0.768   5.335   0.965
 100.000   4.129   0.552   7.737   0.835
 150.000   4.362   0.494   7.952   0.667
 200.000   4.540   0.498   7.225   0.697
 250.000   4.090   0.487   7.064   0.726
 300.000   3.520   0.683   7.722   0.782
 350.000   5.218   0.608   8.827   0.695
 400.000   6.140   0.636   9.324   0.684
 450.000   5.543   0.642   8.895   0.578
 500.000   4.995   0.570   8.058   0.585
 550.000   5.592   0.577   7.794   0.580
 600.000   5.379   0.529   7.477   0.419
 650.000   5.554   0.482   7.320   0.466
 700.000   7.229   0.594   8.882   0.460
 750.000   6.974   0.605   8.966   0.456
 800.000   6.840   0.570   9.075   0.439
 850.000   7.292   0.503   9.143   0.460
 900.000   7.613   0.500   9.217   0.380
 950.000   7.182   0.555   8.733   0.394
1000.000   7.791   0.500   9.168   0.393
