#	Hbond pair	NaCl	KCl	MgCl2
1	O2-N4	4.3686 1.1552	9.0447	5.5182	6.7800	3.3114	
2	N3-N4	4.0224 0.9924	4.2002	1.4838	5.4717	2.5394
3	OP-N4	19.216 11.081	19.360	12.206	18.430	10.647	
4	O4'-N4	4.6820	1.0552	4.6994	1.7194	4.9167	1.3968
5	O2-O2'	4.2607	1.2351	7.3767	5.2985	5.9756	2.1842
6	N3-O2'	5.6482	2.7801	8.6324	4.5571	4.8986	1.2428
