#	Hbond pair	NaCl	KCl	MgCl2
1	N3-N6	7.2805	3.8604	4.0409	2.1590	3.6058	0.95234	
2	N1-N6	20.528	10.008	7.8707	4.7823	8.0298	3.1474	
3	O2-N3	11.864	7.3188	9.9509	2.7971	4.0415	1.8624	
4	O4-N6	7.1210	3.4259	4.6814	1.7682	7.0702	4.4124
5	O2-N6	7.4830	3.1356	5.6339	2.9509	8.9183	4.5615	
6	N7-N3	7.1040	2.8344	6.5540	2.0862	15.201	8.3214	
