#	Hbond pair	NaCl	KCl	MgCl2
1	N3-N6	10.245	8.6043	5.4251	2.4305	8.0679	5.8365
2	N7-N6	11.752	10.217	17.354	10.710	8.1349	4.4095
3	N1-N6	6.9578	3.9066	7.1315	3.5761	5.9204	2.5876
4	OP-N6	16.744	10.026	13.490	6.0891	9.1245	4.9772
5	O4'-N6	4.7858	2.0361	4.6458	1.2130	6.7646	3.1026
6	N3-O2'	4.8298	1.2979	6.0019	3.0565	5.4452	1.9357
