#	Hbond pair	NaCl	KCl	MgCl2
1	N3-N2	6.8280	3.4140	12.840	8.0718	14.835	10.044	
2	N7-N2	9.0550	4.6374	9.8949	6.4813	4.9073	1.4681
3	O6-N2	7.4900	3.2695	7.9902	5.8675	5.9210	1.7674
4	O6-N1	4.8038	1.3402	8.1595	3.1381	5.9583	2.3402
5	OP-N2	12.118	7.6960	9.7011	4.8537	11.554	6.7769
6	OP-N1	9.3572	4.4693	11.348	7.110	9.8090	6.9614
7	O4'-N2	5.8152	2.0258	4.0595	1.0119	6.6790	4.9213
