#	Hbond pair	NaCl	KCl	MgCl2
1	O4-N3	6.9937	2.6610	5.3862	1.8394	8.3214	4.0030	
2	O2-N3	7.0783	3.4864	9.0509	4.2099	6.7565	2.2764	
3	OP-N3	12.117	6.3290	11.783	4.3988	11.415	4.7345	
4	O4'-N3	7.8271	6.6138	6.3525	2.4788	6.5756	2.1461
5	O4-O2'	6.6898	2.8754	6.6395	2.0373	4.9431	1.8587
