#system		WOS	NaCl	KCl	MgCl2
1	polyA	0.0815	0.19064	0.0208	0.08433	0.0228	0.07471	0.0223	0.07499		  	
2	polyG	0.4982	0.30378	0.2369	0.30521	2.8229	0.68004	0.0006	0.01193
3	polyU	0.3514	0.24877	0.6519	0.34068	0.5285	0.30123	0.4523	0.26077
4	polyC	3.0573	0.75788	3.8203	0.43269	2.8625	0.79916	1.7638	0.42403
5	polyAU	0.7115	0.41737	1.1931	0.31044	0.2461	0.26501	0.6660	0.31993
6	polyGC	1.2320	0.45392	1.9102	0.43218	0.4417	0.32472	3.7542	0.75687
7	polyGU	0.6089	0.43342	0.6757	0.42589	2.0272	0.46855	0.3166	0.23350
