#system		WOS	NaCl	KCl	MgCl2
1	polyA	0.08014	0.15395	0.0648	0.13921	0.06446	0.12819	0.0363	0.09505			  	
2	polyG	0.04147	0.10179	0.0507	0.11273	0.06146	0.12274	0.2326	0.25698
3	polyU	0.94141	0.37912	0.4013	0.35341	0.29184	0.27927	0.3864	0.31953
4	polyC	0.09991	0.15806	0.2026	0.20218	0.04352	0.10542	0.1586	0.23515
5	polyAU	0.33848	0.35519	0.0208	0.07384	0.48186	0.36273	0.1602	0.19650
6	polyGC	0.06647	0.13794	2.2152	0.53085	0.58577	0.27493	0.2133	0.27396
7	polyGU	0.57853	0.40922	2.5086	0.57368	0.52509	0.28991	3.4204	0.64717
