   0.000  25.748   0.000
  10.000  23.930   0.230
  20.000  23.742   0.182
  30.000  23.823   0.197
  40.000  23.658   0.222
  50.000  22.307   0.700
  60.000  21.340   0.456
  70.000  21.165   0.425
  80.000  20.602   0.166
  90.000  20.470   0.174
 100.000  20.398   0.225
 110.000  20.647   0.212
 120.000  20.890   0.186
 130.000  20.332   0.192
 140.000  20.002   0.156
 150.000  20.406   0.233
 160.000  20.219   0.142
 170.000  20.122   0.142
 180.000  20.128   0.141
 190.000  20.272   0.156
 200.000  20.258   0.186
 210.000  20.450   0.186
 220.000  20.844   0.262
 230.000  20.616   0.190
 240.000  21.283   0.282
 250.000  20.997   0.350
 260.000  21.023   0.375
 270.000  20.540   0.233
 280.000  20.634   0.176
 290.000  20.926   0.212
 300.000  20.675   0.165
 310.000  20.660   0.199
 320.000  21.201   0.320
 330.000  21.074   0.190
 340.000  21.177   0.198
 350.000  21.130   0.227
 360.000  20.815   0.161
 370.000  20.952   0.150
 380.000  21.016   0.176
 390.000  21.026   0.156
 400.000  20.698   0.184
 410.000  20.882   0.212
 420.000  20.911   0.203
 430.000  20.793   0.173
 440.000  20.817   0.171
 450.000  20.452   0.203
 460.000  20.393   0.163
 470.000  20.190   0.128
 480.000  20.159   0.126
 490.000  20.184   0.130
 500.000  20.332   0.151
