   0.000  27.180   0.000
  10.000  24.439   0.327
  20.000  23.270   0.269
  30.000  24.017   0.211
  40.000  22.614   0.561
  50.000  21.968   0.167
  60.000  21.875   0.179
  70.000  22.204   0.200
  80.000  21.897   0.167
  90.000  21.989   0.187
 100.000  21.992   0.150
 110.000  22.004   0.151
 120.000  21.908   0.176
 130.000  21.873   0.208
 140.000  22.019   0.167
 150.000  21.842   0.211
 160.000  22.117   0.167
 170.000  22.396   0.230
 180.000  22.090   0.223
 190.000  22.063   0.169
 200.000  22.015   0.183
 210.000  21.998   0.187
 220.000  22.054   0.152
 230.000  21.927   0.140
 240.000  21.870   0.165
 250.000  21.954   0.151
 260.000  21.681   0.311
 270.000  20.360   0.184
 280.000  20.570   0.262
 290.000  20.928   0.332
 300.000  20.276   0.228
 310.000  20.221   0.220
 320.000  20.379   0.270
 330.000  20.539   0.255
 340.000  20.418   0.268
 350.000  20.385   0.253
 360.000  20.488   0.285
 370.000  20.268   0.193
 380.000  20.429   0.250
 390.000  20.302   0.226
 400.000  20.712   0.297
 410.000  20.429   0.242
 420.000  20.488   0.267
 430.000  20.361   0.253
 440.000  20.307   0.213
