   0.000  26.728   0.000
  10.000  23.944   0.336
  20.000  23.882   0.194
  30.000  23.625   0.203
  40.000  23.875   0.181
  50.000  23.889   0.247
  60.000  23.978   0.182
  70.000  23.841   0.163
  80.000  23.997   0.206
  90.000  24.115   0.216
 100.000  23.850   0.220
 110.000  23.956   0.199
 120.000  23.825   0.221
 130.000  23.711   0.244
 140.000  23.822   0.283
 150.000  23.617   0.268
 160.000  23.533   0.255
 170.000  23.433   0.182
 180.000  23.129   0.192
 190.000  22.609   0.204
 200.000  22.390   0.155
 210.000  22.192   0.148
 220.000  22.777   0.220
 230.000  22.870   0.163
 240.000  22.800   0.250
 250.000  22.832   0.199
 260.000  22.142   0.312
 270.000  21.887   0.337
 280.000  21.221   0.237
 290.000  21.189   0.198
 300.000  21.614   0.275
 310.000  21.801   0.215
 320.000  21.670   0.184
 330.000  21.977   0.241
 340.000  21.490   0.259
 350.000  20.707   0.240
 360.000  20.764   0.233
 370.000  21.157   0.195
 380.000  21.360   0.210
 390.000  21.239   0.236
 400.000  21.010   0.172
 410.000  21.526   0.172
 420.000  20.787   0.302
 430.000  21.204   0.253
 440.000  20.988   0.479
 450.000  21.169   0.397
 460.000  20.693   0.296
 470.000  20.122   0.267
 480.000  20.342   0.199
 490.000  20.355   0.237
 500.000  20.161   0.192
