   0.000  26.864   0.000
  10.000  23.841   0.930
  20.000  21.568   0.271
  30.000  21.582   0.403
  40.000  22.585   0.351
  50.000  22.590   0.436
  60.000  21.872   0.220
  70.000  21.914   0.172
  80.000  20.977   0.500
  90.000  19.570   0.151
 100.000  19.851   0.269
 110.000  20.034   0.279
 120.000  19.871   0.210
 130.000  19.485   0.128
 140.000  19.906   0.174
 150.000  19.856   0.252
 160.000  20.645   0.456
 170.000  21.646   0.155
 180.000  21.657   0.187
 190.000  21.599   0.321
 200.000  22.386   0.418
 210.000  21.012   0.187
 220.000  21.224   0.206
 230.000  21.878   0.299
 240.000  21.920   0.255
 250.000  21.560   0.296
 260.000  21.089   0.214
 270.000  21.270   0.267
 280.000  21.294   0.194
 290.000  21.183   0.170
 300.000  21.377   0.209
 310.000  21.303   0.200
 320.000  21.159   0.273
 330.000  21.312   0.223
 340.000  20.505   0.158
 350.000  20.379   0.156
 360.000  21.130   0.195
 370.000  21.395   0.178
 380.000  21.511   0.159
 390.000  22.075   0.316
 400.000  21.781   0.219
 410.000  21.120   0.140
 420.000  21.166   0.139
 430.000  21.194   0.135
 440.000  21.067   0.139
 450.000  21.122   0.135
 460.000  21.165   0.138
 470.000  21.195   0.142
 480.000  20.903   0.167
 490.000  20.849   0.139
 500.000  20.865   0.133
