   0.000  25.725   0.000
  10.000  23.570   0.339
  20.000  22.332   0.261
  30.000  22.306   0.280
  40.000  20.913   0.444
  50.000  20.739   0.340
  60.000  19.663   0.147
  70.000  19.630   0.136
  80.000  19.675   0.144
  90.000  20.360   0.331
 100.000  20.500   0.349
 110.000  20.711   0.374
 120.000  19.619   0.142
 130.000  19.728   0.149
 140.000  19.631   0.146
 150.000  19.700   0.172
 160.000  19.678   0.150
 170.000  21.101   0.491
 180.000  20.822   0.600
 190.000  19.865   0.229
 200.000  20.316   0.126
 210.000  20.321   0.127
 220.000  20.047   0.225
 230.000  19.577   0.151
 240.000  19.570   0.148
 250.000  19.579   0.156
 260.000  19.627   0.150
 270.000  19.685   0.174
 280.000  19.613   0.152
 290.000  19.611   0.157
 300.000  19.709   0.163
 310.000  19.577   0.146
 320.000  20.092   0.308
 330.000  20.574   0.216
 340.000  20.145   0.334
 350.000  19.243   0.154
 360.000  19.328   0.160
 370.000  19.774   0.123
 380.000  19.738   0.142
 390.000  19.750   0.131
 400.000  19.819   0.125
 410.000  19.813   0.127
 420.000  19.838   0.130
 430.000  19.774   0.130
 440.000  19.807   0.123
 450.000  19.929   0.125
 460.000  19.769   0.124
 470.000  19.804   0.132
 480.000  19.823   0.127
 490.000  19.827   0.142
 500.000  19.828   0.121
