   0.000  25.114   0.000
  10.000  21.410   0.548
  20.000  21.330   0.389
  30.000  21.330   0.251
  40.000  21.254   0.266
  50.000  21.726   0.219
  60.000  21.722   0.359
  70.000  20.842   0.319
  80.000  21.563   0.436
  90.000  21.437   0.262
 100.000  20.889   0.479
 110.000  21.035   0.461
 120.000  19.702   0.472
 130.000  19.412   0.336
 140.000  19.253   0.261
 150.000  19.208   0.240
 160.000  19.608   0.280
 170.000  20.109   0.258
 180.000  20.049   0.237
 190.000  19.290   0.308
 200.000  19.519   0.370
 210.000  20.891   0.290
 220.000  20.404   0.308
 230.000  21.215   0.385
 240.000  21.360   0.334
 250.000  19.558   0.437
 260.000  20.623   0.262
 270.000  19.946   0.296
 280.000  20.160   0.285
 290.000  19.570   0.405
 300.000  18.680   0.262
 310.000  18.905   0.230
 320.000  17.874   0.428
 330.000  17.397   0.149
 340.000  17.308   0.153
 350.000  17.255   0.134
 360.000  18.290   0.372
 370.000  17.390   0.136
 380.000  17.395   0.183
 390.000  17.206   0.205
 400.000  17.536   0.167
 410.000  17.368   0.171
 420.000  17.510   0.139
 430.000  17.368   0.162
 440.000  17.454   0.135
 450.000  17.350   0.184
 460.000  17.398   0.175
 470.000  17.465   0.193
 480.000  17.406   0.161
 490.000  17.323   0.169
 500.000  17.203   0.178
