   0.000  26.394   0.000
  10.000  22.395   0.610
  20.000  21.228   0.376
  30.000  21.120   0.420
  40.000  22.452   0.297
  50.000  21.528   0.287
  60.000  21.186   0.407
  70.000  21.302   0.407
  80.000  21.659   0.375
  90.000  22.727   0.294
 100.000  21.305   0.502
 110.000  21.354   0.362
 120.000  21.237   0.362
 130.000  21.781   0.322
 140.000  21.919   0.426
 150.000  21.675   0.423
 160.000  21.749   0.341
 170.000  21.245   0.374
 180.000  21.554   0.431
 190.000  22.285   0.235
 200.000  21.771   0.425
 210.000  22.692   0.238
 220.000  22.692   0.294
 230.000  22.042   0.577
 240.000  19.417   0.492
 250.000  20.256   0.360
 260.000  19.815   0.312
 270.000  20.065   0.309
 280.000  19.812   0.333
 290.000  20.082   0.415
 300.000  20.281   0.763
 310.000  21.950   0.403
 320.000  21.499   0.239
 330.000  21.519   0.267
 340.000  21.403   0.236
 350.000  20.868   0.348
 360.000  20.762   0.254
 370.000  20.823   0.246
 380.000  20.457   0.316
 390.000  20.831   0.305
 400.000  20.208   0.224
 410.000  20.658   0.239
 420.000  21.032   0.268
 430.000  20.795   0.259
 440.000  20.464   0.264
 450.000  21.656   0.305
 460.000  20.573   0.247
 470.000  20.341   0.236
 480.000  20.622   0.245
 490.000  20.511   0.221
 500.000  20.823   0.306
