   0.000  25.784   0.000
  10.000  23.236   0.447
  20.000  22.612   0.257
  30.000  22.460   0.245
  40.000  22.566   0.376
  50.000  23.331   0.223
  60.000  22.896   0.202
  70.000  22.936   0.201
  80.000  23.147   0.318
  90.000  22.056   0.301
 100.000  21.583   0.350
 110.000  21.130   0.307
 120.000  21.488   0.268
 130.000  21.728   0.310
 140.000  20.991   0.312
 150.000  20.122   0.439
 160.000  19.347   0.240
 170.000  20.655   0.409
 180.000  19.170   0.310
 190.000  18.604   0.195
 200.000  17.604   0.428
 210.000  18.803   0.252
 220.000  18.772   0.278
 230.000  20.149   0.467
 240.000  19.971   0.393
 250.000  19.279   0.272
 260.000  19.334   0.305
 270.000  19.383   0.264
 280.000  19.528   0.276
 290.000  19.088   0.258
 300.000  18.435   0.174
 310.000  19.312   0.320
 320.000  19.843   0.387
 330.000  19.192   0.195
 340.000  19.187   0.206
 350.000  19.099   0.154
 360.000  19.158   0.182
 370.000  19.146   0.171
 380.000  19.031   0.183
 390.000  18.925   0.177
 400.000  18.531   0.209
 410.000  19.243   0.373
 420.000  20.799   0.280
 430.000  20.508   0.369
 440.000  20.919   0.316
 450.000  20.671   0.229
 460.000  20.821   0.229
 470.000  20.615   0.223
 480.000  20.949   0.493
 490.000  21.136   0.310
 500.000  19.964   0.242
