   0.000  26.374   0.000
  10.000  23.419   0.344
  20.000  23.191   0.134
  30.000  23.258   0.129
  40.000  23.080   0.182
  50.000  23.339   0.141
  60.000  23.416   0.147
  70.000  23.499   0.191
  80.000  23.514   0.175
  90.000  23.268   0.246
 100.000  22.815   0.143
 110.000  23.154   0.165
 120.000  22.851   0.184
 130.000  22.817   0.136
 140.000  23.339   0.169
 150.000  23.130   0.189
 160.000  23.096   0.170
 170.000  23.012   0.197
 180.000  23.162   0.148
 190.000  23.117   0.146
 200.000  22.539   0.179
 210.000  23.434   0.219
 220.000  23.178   0.166
 230.000  23.464   0.187
 240.000  23.154   0.199
 250.000  23.039   0.159
 260.000  23.096   0.158
 270.000  23.122   0.172
 280.000  23.048   0.195
 290.000  23.088   0.188
 300.000  23.062   0.189
 310.000  23.256   0.248
 320.000  23.109   0.161
 330.000  23.185   0.192
 340.000  23.192   0.226
 350.000  23.435   0.310
 360.000  23.341   0.251
 370.000  22.837   0.153
 380.000  22.766   0.164
 390.000  22.849   0.200
 400.000  22.955   0.174
 410.000  23.144   0.168
 420.000  23.208   0.121
 430.000  23.205   0.125
 440.000  23.174   0.117
 450.000  23.211   0.118
 460.000  23.248   0.136
 470.000  23.244   0.155
 480.000  23.228   0.144
 490.000  23.221   0.199
 500.000  23.395   0.139
