   0.000  26.939   0.000
  10.000  25.105   0.278
  20.000  24.236   0.272
  30.000  24.101   0.187
  40.000  23.879   0.153
  50.000  23.828   0.130
  60.000  24.157   0.147
  70.000  24.644   0.191
  80.000  24.538   0.116
  90.000  24.555   0.122
 100.000  24.526   0.122
 110.000  24.432   0.132
 120.000  23.950   0.253
 130.000  24.239   0.141
 140.000  24.268   0.132
 150.000  24.283   0.144
 160.000  24.272   0.143
 170.000  24.316   0.138
 180.000  24.300   0.131
 190.000  24.432   0.130
 200.000  24.376   0.148
 210.000  24.524   0.122
 220.000  24.561   0.134
 230.000  24.462   0.133
 240.000  24.503   0.134
 250.000  24.456   0.142
 260.000  24.376   0.135
 270.000  24.308   0.151
 280.000  24.169   0.130
 290.000  24.087   0.152
 300.000  24.010   0.206
 310.000  24.205   0.223
 320.000  24.036   0.134
 330.000  24.061   0.129
 340.000  24.095   0.137
 350.000  24.032   0.185
 360.000  24.246   0.184
 370.000  24.450   0.135
 380.000  24.350   0.167
 390.000  24.514   0.118
 400.000  24.481   0.137
 410.000  24.535   0.132
 420.000  24.300   0.132
 430.000  24.337   0.124
 440.000  23.985   0.131
 450.000  23.997   0.152
 460.000  23.977   0.123
 470.000  23.982   0.129
 480.000  23.966   0.128
 490.000  24.106   0.153
 500.000  24.022   0.154
