# system	KCl	NaCl	MgCl2
1	polyA		-4.36	19.2	62.38	19.45	-12.90	21.5
2	polyG		-549.85 55.4    -166.07 40.4    -263.88 32.2
3	polyU		528.55	42.4	508.77	52.4	366.01	67.1
4	polyC		290.20	46.0	427.74	69.0	225.23	47.4
5	polyAU		283.86	21.5	142.61	60.06	434.29	69.5
6	polyGC		19.68	28.0	377.75	76.2	-99.73	21.5
7	polyGU		59.98	42.0	-50.38	28.0	-4.11	24.2
8	polyAU-GC	149.05	44.24	290.0	40.1	151.25	21.5
